Movies,#genre#
Cruise1st TV (1080p),https://ythls.armelin.one/channel/UC9r76Tzp5HxeQG7SqZwV3OA.m3u8
GCJ O Shopping (1080p),http://183.89.246.119:8881/play/a0a5/index.m3u8
Gem Shopping Network (720p),https://amg01460-gemshoppingnetw-gem-ono-x662c.amagi.tv/playlist.m3u8
Gems TV (360p),http://57d6b85685bb8.streamlock.net:1935/abrgemporiaukgfx/livestream_360p/index.m3u8
Gongyoung Shopping (720p),https://etv.publichs.com/live5.stream/playlist.m3u8
GS My Shop (1080p),https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
GS Shop (1080p),https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
GSTV (720p),https://gstv-tnz-gsmediastreaming.preview-jpea.channel.media.azure.net/dfd06b62-e9d1-4a7f-bcbb-89d2ecbc82ee/preview.ism/manifest(format=mpd-time-csf,audio-only=false)
HSN,https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn1us/master.m3u8
HSN2,https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn2us/master.m3u8
Hyundai Home Shopping (720p),https://livejj.hyundaihmall.com:8443/live/ngrp:hmall.stream_pc/playlist.m3u8
Hyundai Home Shopping Plus (720p),https://dtvstreaming.hyundaihmall.com/newcjp3/_definst_/newcjpstream.smil/playlist.m3u8
Ideal World TV (1080p),https://ythls.armelin.one/channel/UCJbgGTpBWuC87VFIKTTO4RQ.m3u8
Juwelo Italia (480p),https://sdn-global-live-streaming-packager-cache.3qsdn.com/7841/7841_264_live.m3u8
Lotte Home Shopping (720p),https://pchlslivesw.lotteimall.com/live/livestream/lotteimalllive_mp4.m3u8
LS TV (480p),https://livefta.malimarcdn.com/ftaedge00/laostv.sdp/playlist.m3u8
NaDoo Commerce (1080p),https://op-krgroup1-swiftservehd-1.dens.tv/h/h126/live.m3u8
NAT TV (1080p),https://livefta.malimarcdn.com/ftaedge00/nat.sdp/playlist.m3u8
NS Home Shopping (720p),https://livestream.nsmall.com/IPHONE/nsmallMobile.m3u8
NS Shop Plus (720p),https://shoppstream.nsmall.com/IPHONE/mobile.m3u8
QVC,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc1us/master.m3u8
QVC 2,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc2us/master.m3u8
QVC 3 (1080p),https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc3us/master.m3u8
QVC Germany (720p),https://qvcde-live.akamaized.net/hls/live/2097104/qvc/master.m3u8
QVC Italia (540p),https://qrg.akamaized.net/hls/live/2017383/lsqvc1it/master.m3u8
QVC Japan (720p),https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8
QVC Style Germany (540p),https://qvcde-live.akamaized.net/hls/live/2097104/qby/master.m3u8
QVC UK (540p),https://qvcuk-live.akamaized.net/hls/live/2097112/qvc/master.m3u8
QVC UK Beauty (540p),https://qvcuk-live.akamaized.net/hls/live/2097112/qby/master.m3u8
QVC UK Extra (540p),https://qvcuk-live.akamaized.net/hls/live/2097112/qex/master.m3u8
QVC UK Style (540p),https://qvcuk-live.akamaized.net/hls/live/2097112/qst/master.m3u8
Tea TV 2 (720p),https://livefta.malimarcdn.com/ftaedge00/teatv2.sdp/playlist.m3u8
Tea TV (720p),https://livefta.malimarcdn.com/ftaedge00/teatv.sdp/playlist.m3u8
Today's Shopping Choice (TSC) (720p),https://tscamd.akamaized.net/hls/live/503340/TSCLive/master.m3u8
Tommy Teleshopping (480p),https://ms7.mx-cd.net/tv/71-1356094/Tommy_Teleshopping.smil/playlist.m3u8
Uniquely Thai (720p),https://livefta.malimarcdn.com/ftaedge00/uniquely.sdp/playlist.m3u8
W Shopping (720p),https://liveout.catenoid.net/live-05-wshopping/wshopping_1500k/playlist.m3u8
Ювелирочка ТВ (576p),https://live-uvelirochka.cdnvideo.ru/uvelirochka/uvelirochka_720p3/playlist.m3u8
东森购物60 (480p),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
耀才财经台 (576p),http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8

Music,#genre#
1Music Channel Hungary (576p),http://1music.hu/1music.m3u8
4Music (480p),https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,boxhits-alldev.m3u8?spotxc1=195996&spotxc2=190878&yo.up=https://boxtv.secure.footprint.net/boxhits/
7S Music (576p) [Not 24/7],http://103.199.161.254/Content/7smusic/Live/Channel(7smusic)/index.m3u8
9X Jalwa,https://amg01281-9xmediapvtltd-9xjalwa-samsungin-goszf.amagi.tv/playlist/amg01281-9xmediapvtltd-9xjalwa-samsungin/playlist.m3u8
9x Jhakaas,https://amg01281-9xmediapvtltd-9xjhakaas-samsungin-ci2cs.amagi.tv/playlist/amg01281-9xmediapvtltd-9xjhakaas-samsungin/playlist.m3u8
9X Tashan,https://amg01281-9xmediapvtltd-9xtashan-samsungin-xz1sd.amagi.tv/playlist/amg01281-9xmediapvtltd-9xtashan-samsungin/playlist.m3u8
9XM (480p),https://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9XM/9XM.isml/index.m3u8
13 Festival (1080p),https://origin.dpsgo.com/ssai/event/Nftd0fM2SXasfDlRphvUsg/master.m3u8
30A Music Channel,https://30a-tv.com/feeds/ceftech/30atvmusic.m3u8
51 Radio TV (480p),http://wms.shared.streamshow.it/canale51/canale51/playlist.m3u8
70-80 TV (1080P),https://585b674743bbb.streamlock.net/9050/9050/playlist.m3u8
88 Stereo (720p) [Not 24/7],http://k3.usastreams.com/CableLatino/88stereo/playlist.m3u8
98.1 Pearl FM (720p),https://live2.tensila.com/pearl-v-1.pearlfm/hls/live/mystream.m3u8
A2i Music (720p) [Not 24/7],https://stream.sen-gt.com/A2iMusic/myStream/playlist.m3u8
AlbKanale Music TV (720p),https://albportal.net/albkanalemusic.m3u8
Am1020 (360p),http://51.79.83.93:9998/live/am1020/playlist.m3u8
Avang TV (720p),https://hls.avang.live/hls/stream.m3u8
Balkanika TV (270p),rtsp://stream.teracomm.bg/balkanika
Balle Balle (720p),https://mcncdndigital.com/balleballetv/index.m3u8
Baraza TV (1080p),https://eco.streams.ovh/BarazaTV/BarazarazaTV/BarazaTV/playlist.m3u8
Baraza TV Deep House (720p),https://rtmp.streams.ovh:1936/barazarelax/barazazararelax/barazarelax/playlist.m3u8
Baraza TV Greek Music Hits (1080p),https://eco.streams.ovh/BarazaTV/BarazaTV/playlist.m3u8
Baraza TV Relaxing (720p),https://rtmp.streams.ovh:1936/barazarelax/barazarelax/playlist.m3u8
Barbud Music (720p),https://raw.githubusercontent.com/taodicakhia/IPTV_Exception/master/channels/af/tolomusic.m3u8
Beats Radio (480p),https://videostream.shockmedia.com.ar:19360/beatsradio/beatsradio.m3u8
Beats Televizyon (1080p),https://video1.getstreamhosting.com:1936/8112/8112/playlist.m3u8
Bel RTL (1080p),https://bel-live-hls.akamaized.net/hls/live/2038650/BEL-Live-HLS/master.m3u8
Belmedia TV (1080p),https://ythls.armelin.one/channel/UCtj2xA6lW9BPE4BxnhxQQkw.m3u8
Bibel TV Musik (720p),https://bibeltv03.iptv-playoutcenter.de/bibeltv03/bibeltv03.stream_1/playlist.m3u8
BIZ Music (1080p),https://st.biztv.uz/hls/m_hi/index.m3u8
Boogle Bollywood (1080p) [Not 24/7],http://live.agmediachandigarh.com/booglebollywood/774e3ea9f3fa9bcdac47f445b83b6653.sdp/index.m3u8
Box Hits (576p),https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,boxhits-alldev.m3u8?yo.up=http://boxtv-origin-elb.cds1.yospace.com/uploads/boxhits
Bridge,http://streaming.tv-teleport.ru/Bridge_TV/index.m3u8
Bridge Deluxe (1080p),https://strm.yandex.ru/kal/bridgetvdeluxe/bridgetvdeluxe0.m3u8
Bridge Hits (1080p),https://strm.yandex.ru/kal/bridgetvhits/bridgetvhits0.m3u8
Bridge Rock (1080p),https://strm.yandex.ru/kal/bridge_tv_fresh/bridge_tv_fresh0.m3u8
Bridge Русский хит (1080p),https://strm.yandex.ru/kal/bridgetv_russkiyhit/bridgetv_russkiyhit0.m3u8
Bridge Шлягер (1080p),https://strm.yandex.ru/kal/bridgetv_shlyager/bridgetv_shlyager0.m3u8
BTA TV (720p),https://cloud.fastchannel.es/manifiest/hls/prog9/btatv.m3u8
Buenísima Radio TV (1080p) [Not 24/7],https://ythls.armelin.one/channel/UCk20PydKzK3giq80G4mqSeg.m3u8
Busuioc TV (540p),https://busuioctv.iforward.eu/hls/busuioc.m3u8
Cadena Elite (720p) [Not 24/7],https://cloudvideo.servers10.com:8081/8004/index.m3u8
Canal 3 KMK TV (720p),https://cloudvideo.servers10.com:8081/8120/index.m3u8
CCP Radio (720p) [Not 24/7],https://wifiexpert-1.energeek.cl/energeek/canal-3/playlist.m3u8
CCTV-15音乐,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV-16 (1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CMC (California Music Channel),https://cmc-ono.amagi.tv/playlist.m3u8
CMC TV (1080p),https://stream.cmctv.hr:49998/cmc/live.m3u8
CNC Pasto Galeras TV (720p),https://hvtraficonew.ddns.net/pastocnc8/cnc8/playlist.m3u8
CNC Pasto Hits Channel (1024p),https://hvtraficonew.ddns.net/pastocnc1/cnc1/playlist.m3u8
CNC Pasto Sentimiento Vallenato (720p),https://hvtraficonew.ddns.net/pastocnc4/cnc4/playlist.m3u8
CNC Pasto Son Corazón (720p),https://hvtraficonew.ddns.net/pastocnc3/cnc3/playlist.m3u8
CNC Pasto Son Latino (1080p),https://hvtraficonew.ddns.net/pastocnc2/cnc2/playlist.m3u8
CNC Pasto Son Popular (720p),https://hvtraficonew.ddns.net/pastocnc7/cnc7/playlist.m3u8
Conecta TV,https://stream8.mexiserver.com:19360/conectatvx/conectatvx.m3u8
Cool FM 98.9 (720p),https://live2.tensila.com/cool-v-1.arubara/hls/master.m3u8
D3 TV (540p) [Not 24/7],https://cageu.bozztv.com/ssh101/ssh101/d3tv1/playlist.m3u8
D5Music,https://raw.githubusercontent.com/Sphinxroot/HSL/main/DM/fr/D5Music.m3u8
Dance FM (720p),https://5eaccbab48461.streamlock.net:1936/dancefm_1/dancefm_1/playlist.m3u8
Dance TV (360p),https://stmv1.cnarlatam.com/danncetv/danncetv/playlist.m3u8
Deejay TV (1080p),https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8
DeepHouse District (1080p),https://eu-nl-012.worldcast.tv/dancetelevisiontwo/dancetelevisiontwo.m3u8
Dega TV (720p) [Not 24/7],https://59d39900ebfb8.streamlock.net/saintlouisltv/saintlouisltv/playlist.m3u8
Del Este TV (720p),https://stream.oursnetworktv.com/latin/estetvo/playlist.m3u8
Deluxe Lounge (1080p),https://stream.ads.ottera.tv/playlist.m3u8?network_id=2489
Deluxe Music (720p),https://sdn-global-live-streaming-packager-cache.3qsdn.com/13456/13456_264_live.m3u8
Ecua Stereo Radio TV (1080p),https://video.misistemareseller.com/ecuastereotv/ecuastereotv/playlist.m3u8
EcuaMundo Radio TV (720p),https://pacific.direcnode.com:3353/live/ecuamundotvlive.m3u8
Euro Indie Music Chart TV (360p),http://178.33.224.197:1935/euroindiemusic/euroindiemusic/playlist.m3u8
Fabulosa Estéreo 100.5 FM (720p),https://www.streaming507.net:19360/videofabulosa/videofabulosa.m3u8
Fen Folk (720p) [Not 24/7],https://ythls.armelin.one/channel/UCptENFbwjv79hmQPymnwKcA.m3u8
Fiesta Max (720p),http://vcpar.myplaytv.com/fiestamax/live/playlist.m3u8
Folk Klub (720p),http://tv1.intv.mk:1935/live2/folkklub/index.m3u8
Folk TV (1080p) [Not 24/7],https://stream.nasatv.com.mk/folktv/hls/folktv_live.m3u8
Folklorit TV (1080p) [Not 24/7],https://vs.sednastream.com:1936/folklorit/folklorit/playlist.m3u8
FOLX Music (1080p),https://cdne.folxplay.tv/folx-trz/streams/ch-4/master.m3u8
Folx Slovenija (1080p),https://cdne.folxplay.tv/folx-trz/streams/ch-5/master.m3u8
Full Música (720p),https://eu1.servers10.com:8081/8060/index.m3u8
Fun Radio,https://raw.githubusercontent.com/Sphinxroot/HSL/main/DM/fr/FunRadio.m3u8
Fun Radio Vision (720p) [Not 24/7],https://raw.githubusercontent.com/Sphinxroot/HSL/main/DM/be/FunRadio.m3u8
Gaan Bangla (720p) [Not 24/7],https://us170.jagobd.com:447/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/gaanbangla-8-orgd.stream/playlist.m3u8
Galáctica TV (1080p) [Not 24/7],https://pacific.direcnode.com:3715/hybrid/play.m3u8
Galaxy TV (480p) [Not 24/7],https://readymedia.moderntv.cloud:8092/distribute/readymedia/ABS_stream_gy/5-20-hls/live.m3u8
GO-RTV (720p),http://593aed234297b.streamlock.net:1935/gotvsjoerd/gotvsjoerd/playlist.m3u8
Good-Sound (720p),http://148.251.76.72:8081/goodsound/goodsound.sdp/playlist.m3u8
Guyana Music TV (1080p),https://tvsw2-hls.secdn.net/tvsw2-chorigin/play/prod-59455895b1214d3893e29a4f536fca3d/playlist.m3u8
H!T Music Channel (480p),http://hitmusic.hu/hitmusic.m3u8
Huila TV (720p),https://plataformavideo.com:19360/8020/8020.m3u8
IQ Channel (720p),https://rtmp.info/iqtv/envivo/playlist.m3u8
Isai Aruvi (576p),http://103.199.161.254/Content/isaiaruvi/Live/Channel(IsaiAruvi)/index.m3u8
Italianissimo (360p) [Not 24/7],https://vcp.myplaytv.com/italianissimo/italianissimo/playlist.m3u8
Ivoire Channel (720p),https://video1.getstreamhosting.com:1936/8244/8244/playlist.m3u8
Izvorna TV (1080p) [Not 24/7],https://ythls.armelin.one/channel/UCCg4AIJUdOL0A_90Mcj1ilA.m3u8
Jawhara FM (720p) [Not 24/7],http://streaming.toutech.net:1935/live/mp4:jawharafm.sdp/playlist.m3u8
JAWHARA TV (720p) [Not 24/7],https://streaming.toutech.net/live/jtv/index.m3u8
Jazz TV (1080p) [Not 24/7],https://stream.nasatv.com.mk/jazztv/hls/jazztv_live.m3u8
Joe FM (720p) [Not 24/7],https://dpp-streamlive-plain.medialaancdn.be/joe_kijklive/plain/hls_hd.m3u8
JooMusic (720p),https://livecdn.live247stream.com/joomusic/tv/playlist.m3u8
JRTV Järviradio (720p),https://streamer.radiotaajuus.fi/memfs/47f113bf-04ea-493b-a9d4-52945fd9db31.m3u8
Kadak Hits (1080p) [Not 24/7],https://live.hungama.com/linear/kadak-hits/playlist.m3u8
Kalaignar Murasu (576p) [Not 24/7],https://segment.yuppcdn.net/050522/murasu/playlist.m3u8
Kalika TV (576p) [Not 24/7],http://185.105.4.244:1935/livesp/kalika/playlist.m3u8
KandelaTV (480p),https://streamtv.intervenhosting.net:3718/live/kandelamedioslive.m3u8
Kayo Pops (544p),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs13
Kiss TV (1080p),https://tv.broadcasting.ro/kisstv/a629c031-2170-4ee9-a36d-87a891aa3131.m3u8
Klape i Tambure TV (1080p),https://stream.cmctv.hr:49998/kit/live.m3u8
KMTV,https://kmtvnow-samsung-us.plex.wurl.tv/playlist.m3u8
Kool London Radio (720p),http://w10.streamgb.com:1935/kool/kool/playlist.m3u8
LiraTV (720p),https://cloud2.streaminglivehd.com:1936/liratv/liratv/playlist.m3u8
Littoral FM (720p),https://live.creacast.com/littoralfm-ch1/stream/playlist.m3u8
Live99FM (1080p),https://media.streambrothers.com:19360/8022/8022.m3u8
Look Thoong TV (720p) [Not 24/7],https://livefta.malimarcdn.com/ftaedge00/lookthoongtv.sdp/playlist.m3u8
Love TV (1080p) [Not 24/7],https://stream.nasatv.com.mk/lovetv/hls/lovetv_live.m3u8
Marah FM (720p) [Not 24/7],http://vstream3.hadara.ps:8081/marahFM_web/web/playlist.m3u8
Mariquita Stereo (720p),https://tvlatina.live:1936/8016/8016/playlist.m3u8
Mas23 TV (1080p),https://vcp4.myplaytv.com:1936/mas23/mas23/playlist.m3u8
Más FM 95.9 (720p),https://vivo.solumedia.com:19360/masfm/masfm.m3u8
Más Música TV (360p),https://stmv1.cnarlatam.com/televideo/televideo/playlist.m3u8
Master Show TV (360p),https://mastershowtv.videovox.pw/master6123/master6123/playlist.m3u8
Mastiii,https://amg01448-samsungin-mastiiin-samsungin-o3n9m.amagi.tv/playlist/amg01448-samsungin-mastiiin-samsungin/playlist.m3u8
MH One Music (1080p),https://mhonepunjabi.in/hls/stream.m3u8
Miel TV (720p) [Not 24/7],https://7.innovatestream.pe:19360/mieltv/mieltv.m3u8
MNTV Music (1080p),https://mntv.livebox.co.in/musichls/live.m3u8
Molahits TV (720p),http://ventdelnord.tv:8080/mola/directe.m3u8
Mosaïque FM (480p) [Not 24/7],https://webcam.mosaiquefm.net:1936/mosatv/studio/playlist.m3u8
Mouv,https://raw.githubusercontent.com/Sphinxroot/HSL/main/DM/fr/Mouv.m3u8
MTV Hits France (720p),http://178.170.47.109/MTVHITS/index.m3u8
Music Box Gold (576p),https://strm.yandex.ru/kal/musicboxgold/musicboxgold0.m3u8
Music India (576p) [Not 24/7],http://103.199.160.85/Content/musicindia/Live/Channel(MusicIndia)/index.m3u8
Music Japan TV (544p),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs06
MusicTop (720p),http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/playlist.m3u8
Muzangala TV (1080p),https://5cf4a2c2512a2.streamlock.net/tvmuzangala/tvmuzangala/playlist.m3u8
Mūzikas Video Kanāls (720p),https://stream.onlive-media.com/live/streams/mvk.m3u8
Muzsika TV (576p),http://194.76.186.33:8000/play/a05f/index.m3u8
MUZZIK (720p),https://muzzik-live.morescreens.com/mts-6/playlist.m3u8
Muzzik ELECTRO (720p),https://muzzik-live.morescreens.com/mts-9/playlist.m3u8
Muzzik FLASHBACK (720p),https://muzzik-live.morescreens.com/mts-8/playlist.m3u8
Muzzik MOBA (720p),https://muzzik-live.morescreens.com/mts-2/playlist.m3u8
Muzzik POP STAR (720p),https://muzzik-live.morescreens.com/mts-3/playlist.m3u8
Muzzik SENSE (720p),https://muzzik-live.morescreens.com/mts-7/playlist.m3u8
Muzzik TIKTAK (720p),https://muzzik-live.morescreens.com/mts-a5/playlist.m3u8
Muzzik ZZ TV (720p),https://muzzik-live.morescreens.com/mts-a4/playlist.m3u8
MuzzOne (1080p),https://muzzone-stream.daitsuna.net/muzzondvr/muzzone/playlist_dvr.m3u8
Now 70's,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
Now 80's,https://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8
NOW Rock,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
Now TV 102.3FM Edmonton (CKNO-FM),https://videostream.jpbgdigital.com/NOWTV.m3u8
Óčko (540p),https://ocko-live-dash.ssl.cdn.cra.cz/cra_live2/ocko.stream.1.smil/playlist.m3u8
Óčko Expres (540p),https://ocko-live.ssl.cdn.cra.cz/channels/ocko_expres/playlist.m3u8
Óčko Gold (540p),https://ocko-live.ssl.cdn.cra.cz/channels/ocko_gold/playlist.m3u8
ON FM (720p),https://5ce9406b73c33.streamlock.net/ONFM/livestream/playlist.m3u8
Onda Radio TV (1080p),https://tv.streaming-chile.com:1936/ondaradio/ondaradio/playlist.m3u8
ONE1 Music (1080p),https://cdne.folxplay.tv/folx-trz/streams/ch-3/master.m3u8
OneRadio TV (1080p) [Not 24/7],https://stmvideo2.livecastv.com/oneradio/oneradio/playlist.m3u8
Persiana 4Kurd,https://4kuhls.persiana.live/hls/stream.m3u8
Persiana Music,https://musichls.persiana.live/hls/stream.m3u8
Persiana Rap,https://raphls.persiana.live/hls/stream.m3u8
Persiana Sonnati,https://sonhls.persiana.live/hls/stream.m3u8
Pink Folk 1 (576p),http://109.105.201.198/PINKFOLK/playlist.m3u8
Pink Koncert (576p),http://109.105.201.198/PINKKONCERT/playlist.m3u8
Pink n Roll (360p),http://109.105.201.198/PINKROLL/playlist.m3u8
Planet 100.9 FM (1080p),https://streamlov.alsolnet.com/planet1009fm/live/playlist.m3u8
PlanetaTV Music (720p),https://scl.edge.grupoz.cl/music/live/music.m3u8
Play TV (480p) [Not 24/7],http://web.onair-radio.eu:1935/Alpha-Host/Alpha-Host/playlist.m3u8
Play TV (720p) [Not 24/7],http://connectiktv.ddns.net:5000/playtv/@playtv/playlist.m3u8
Pluto TV CMT (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dcc42446750e200093b15e2/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5dcc42446750e200093b15e2&deviceLat=&deviceLon=&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false&sid=182&terminate=false&userId=
Pluto TV CMT Equal Play (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5f68f53eb1e5800007390bf8/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS
Pluto TV Live Music Replay (720p),https://stitcher.pluto.tv/stitch/hls/channel/5873fc21cad696fb37aa9054/master.m3u8?appVersion=5.2.7&deviceDNT=web&deviceId=web24163643069&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=1&serverSideAds=false&sid=web24157571521
Pluto TV Love Songs,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/619b80acac5329000740c022/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e0662e7-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=af267621-bff5-4a9c-8852-07f7c4aef3de&serverSideAds=false
Pluto TV MTV (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ca672f515a62078d2ec0ad2/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5ca672f515a62078d2ec0ad2&deviceLat=&deviceLon=&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false&sid=178&terminate=false&userId=
Pluto TV MTV Biggest Pop (720p),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5d14fd1a252d35decbc4080c/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS
Pluto TV MTV Classic (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5de91b7ea86ee60009d89e75/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=
Pluto TV MTV Latino (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5cf96d351652631e36d4331f/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5cf96d351652631e36d4331f&deviceLat=&deviceLon=&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false&sid=965&terminate=false&userId=
Pluto TV MTV Music Made in Spain (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/60a26a056d55b30007918d5a/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&is_lat=1&platform=web&rdid=channel&serverSideAds=false&tags=ROKU_CONTENT_TAGS
Pluto TV VEVO 2K (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5fd7bca3e0a4ee0007a38e8c/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS
Pluto TV VEVO 70's (1080p),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5f32f26bcd8aea00071240e5/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS
Pluto TV VEVO 80's (1080p),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5fd7b8bf927e090007685853/master.m3u8?advertisingId=channel&appName=rokuchannel&appVersion=1.0&bmodel=bm1&channel_id=channel&content=channel&content_rating=ROKU_ADS_CONTENT_RATING&content_type=livefeed&coppa=false&deviceDNT=1&deviceId=channel&deviceMake=rokuChannel&deviceModel=web&deviceType=rokuChannel&deviceVersion=1.0&embedPartner=rokuChannel&genre=ROKU_ADS_CONTENT_GENRE&is_lat=1&platform=web&rdid=channel&studio_id=viacom&tags=ROKU_CONTENT_TAGS
